claim_id,claim,claim_label,evidences.0.evidence_id,evidences.0.evidence_label,evidences.0.article,evidences.0.evidence,evidences.0.entropy,evidences.0.votes.0,evidences.0.votes.1,evidences.0.votes.2,evidences.0.votes.3,evidences.0.votes.4,evidences.1.evidence_id,evidences.1.evidence_label,evidences.1.article,evidences.1.evidence,evidences.1.entropy,evidences.1.votes.0,evidences.1.votes.1,evidences.1.votes.2,evidences.1.votes.3,evidences.1.votes.4,evidences.2.evidence_id,evidences.2.evidence_label,evidences.2.article,evidences.2.evidence,evidences.2.entropy,evidences.2.votes.0,evidences.2.votes.1,evidences.2.votes.2,evidences.2.votes.3,evidences.2.votes.4,evidences.3.evidence_id,evidences.3.evidence_label,evidences.3.article,evidences.3.evidence,evidences.3.entropy,evidences.3.votes.0,evidences.3.votes.1,evidences.3.votes.2,evidences.3.votes.3,evidences.3.votes.4,evidences.4.evidence_id,evidences.4.evidence_label,evidences.4.article,evidences.4.evidence,evidences.4.entropy,evidences.4.votes.0,evidences.4.votes.1,evidences.4.votes.2,evidences.4.votes.3,evidences.4.votes.4
609,"That’s because as Antarctica’s mass shrinks, the ice sheet’s gravitational pull on the ocean relaxes somewhat, and the seas travel back across the globe to pile up far away — with U.S. coasts being one prime destination.”",0,Antarctica:351,NOT_ENOUGH_INFO,Antarctica,Melting of floating ice shelves (ice that originated on the land) does not in itself contribute much to sea-level rise (since the ice displaces only its own mass of water).,0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Antarctica:352,NOT_ENOUGH_INFO,Antarctica,"However, it is the outflow of the ice from the land to form the ice shelf which causes a rise in global sea level.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Post-glacial rebound:54,NOT_ENOUGH_INFO,Post-glacial rebound,"During deglaciation, the melted ice water returns to the oceans, thus sea level in the ocean increases again.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Sea level rise:196,SUPPORTS,Sea level rise,"With the loss of mass, the gravitational pull becomes less and local water levels might drop.",0,SUPPORTS,SUPPORTS,,,,Sea level rise:80,NOT_ENOUGH_INFO,Sea level rise,"The additional snowfall causes increased ice flow of the ice sheet into the ocean, so that the mass gain due to snowfall is partially compensated.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,
614,"The Rio Grande is a classic “feast or famine” river, with a dry year or two typically followed by a couple of wet years that allow for recovery.",1,Köppen climate classification:113,NOT_ENOUGH_INFO,Köppen climate classification,s indicates at least three times as much rain in the wettest month of winter as in the driest month of summer.,0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Köppen climate classification:143,NOT_ENOUGH_INFO,Köppen climate classification,"Winters are noticeable and dry, and summers can be very rainy.",0.693147181,REFUTES,SUPPORTS,,,,Rio Grande:68,SUPPORTS,Rio Grande,"Because of both drought and overuse, the section from El Paso downstream through Ojinaga was recently tagged ""The Forgotten River"" by those wishing to bring attention to the river's deteriorated condition.",0,SUPPORTS,SUPPORTS,,,,Temperate climate:21,NOT_ENOUGH_INFO,Temperate climate,In these regions winters are quite dry and summers have very heavy rainfall.,0.693147181,REFUTES,SUPPORTS,,,,Temperate climate:23,NOT_ENOUGH_INFO,Temperate climate,"Mediterranean Climates, opposite to the humid subtropical and monsoonal climates, have a dry summer, with rainfall in the winter and cooler months.",0.693147181,REFUTES,NOT_ENOUGH_INFO,,,
615,"If warming temperatures brought on by greenhouse gas emissions make wet years less wet and dry years even drier, as scientists anticipate, year-to-year recovery will become more difficult.",0,Effects of global warming:101,SUPPORTS,Effects of global warming,"Prolonged periods of warmer temperatures typically cause soil and underbrush to be drier for longer periods, increasing the risk of wildfires.",0,SUPPORTS,SUPPORTS,,,,Effects of global warming:70,NOT_ENOUGH_INFO,Effects of global warming,"In other words, regions which are dry at present will in general become even drier, while regions that are currently wet will in general become even wetter.",0.693147181,REFUTES,SUPPORTS,,,,Effects of global warming:83,SUPPORTS,Effects of global warming,"If GHG emissions grow a lot (IPCC scenario RCP8.5), already dry regions may have more droughts and less soil moisture.",0,SUPPORTS,SUPPORTS,,,,Global warming:12,SUPPORTS,Global warming,"Overall, higher temperatures bring more rain and snowfall, but for some regions droughts and wildfires increase instead.",0,SUPPORTS,SUPPORTS,,,,Physical impacts of climate change:23,NOT_ENOUGH_INFO,Physical impacts of climate change,"In other words, regions which are dry at present will generally become even drier, while regions that are currently wet will generally become even wetter.",0.693147181,REFUTES,SUPPORTS,,,
616,The effect of long-term warming is to make it harder to count on snowmelt runoff in wet times,1,Cryosphere:59,SUPPORTS,Cryosphere,"Climate warming is expected to result in major changes to the partitioning of snow and rainfall, and to the timing of snowmelt, which will have important implications for water use and management.",0,SUPPORTS,SUPPORTS,SUPPORTS,,SUPPORTS,Global warming:29,NOT_ENOUGH_INFO,Global warming,"Further examples include sea level rise, widespread melting of snow and land ice, increased heat content of the oceans, increased humidity, and the earlier timing of spring events, such as the flowering of plants.",0.693147181,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO,,NOT_ENOUGH_INFO,Lake Tahoe:60,NOT_ENOUGH_INFO,Lake Tahoe,"There is a pronounced annual runoff of snowmelt in late spring and early summer, the timing of which varies from year to year.",0.562335145,SUPPORTS,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,NOT_ENOUGH_INFO,Season creep:17,SUPPORTS,Season creep,"Modeling of snowmelt predicted that warming of 3 to 5 °C in the Western United States could cause snowmelt-driven runoff to occur as much as two months earlier, with profound effects on hydroelectricity, land use, agriculture, and water management.",0,SUPPORTS,SUPPORTS,SUPPORTS,,SUPPORTS,Snow:219,NOT_ENOUGH_INFO,Snow,"Some agricultural areas depend on an accumulation of snow during winter that will melt gradually in spring, providing water for crop growth, both directly and via runoff through streams and rivers, which supply irrigation canals.",0.562335145,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,SUPPORTS,,NOT_ENOUGH_INFO
619,"Last year, though, was a wet one on the Rio Grande, with a strong snowpack in the winter of 2016-17 that allowed the conservancy district to store water in upstream reservoirs.",0,Colorado River:409,NOT_ENOUGH_INFO,Colorado River,"In November 2012, the U.S. and Mexico reached an agreement, known as Minute 319, permitting Mexico storage of its water allotment in U.S. reservoirs during wet years, thus increasing the efficiency with which the water can be used.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Glen Canyon Dam:268,SUPPORTS,Glen Canyon Dam,"Since then, the reservoir has slowly regained water storage, but has not filled due to fluctuating runoff levels and its obligated release to Lake Mead.",0,SUPPORTS,SUPPORTS,,,,Glen Canyon Dam:270,NOT_ENOUGH_INFO,Glen Canyon Dam,"At the end of water year 2017 (September 30), the lake level was 3,628 feet (1,106 m), and at 60 percent of capacity.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Glen Canyon Dam:36,NOT_ENOUGH_INFO,Glen Canyon Dam,"With the Glen Canyon site out of the question, the initial need for a reservoir was realized in 1936 with the completion of Hoover Dam in Black Canyon, storing 32 million acre feet (39 km3) in the mammoth reservoir of Lake Mead.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Glen Canyon Dam:40,NOT_ENOUGH_INFO,Glen Canyon Dam,"Without storage reservoirs of their own, the Upper Basin states risked a ""call"" on the Colorado River during drought years: they would be forced to use less water in order to keep the river flowing to Lake Mead and California, the state with the most senior water rights.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,
620,"Temperatures in the Southwest increased by nearly two degrees Fahrenheit (one degree Celsius) from 1901 to 2010, and some climate models forecast a total rise of six degrees or more by the end of this century.",1,Climate change in the United States:198,SUPPORTS,Climate change in the United States,In it was the prediction that on our current course the planet will warm a disastrous seven degrees Fahrenheit (or about 3.9 degrees Celsius) by the end of this century.,0,SUPPORTS,SUPPORTS,,,,Climate change in the United States:237,NOT_ENOUGH_INFO,Climate change in the United States,"For example, based on projections made by the Intergovernmental Panel on Climate Change and results from the United Kingdom Hadley Centre's climate model (HadCM2), a model that accounts for both greenhouse gases and aerosols, by 2100 temperatures in Idaho could increase by 5 °F (2.8 °C) (with a range of 2-9 °F) in winter and summer and 4 °F (2.2 °C) (with a range of 2-7 °F) in spring and fall.",0.693147181,SUPPORTS,REFUTES,,,,Climate change in the United States:285,NOT_ENOUGH_INFO,Climate change in the United States,"""A projected increase of 4.05 degrees Fahrenheit in average temperature is expected by 2065, and a projected increase of 9.37 degrees Fahrenheit in average temperature can be expected by the turn of the century if nothing is done to curb emissions.",0.693147181,SUPPORTS,REFUTES,,,,Climate change in the United States:286,SUPPORTS,Climate change in the United States,"The average annual temperature in South Dakota has increased by about 2 degrees Fahrenheit since the beginning of the 20th century, and most of that warming has occurred in winter and spring.",0,SUPPORTS,SUPPORTS,,,,Permian:74,NOT_ENOUGH_INFO,Permian,"Based on the amount of lava estimated to have been produced during this period, the worst-case scenario is the release of enough carbon dioxide from the eruptions to raise world temperatures five degrees Celsius.",0.693147181,SUPPORTS,REFUTES,,,
625,"I note particularly that sea-level rise is not affected by the warming; it continues at the same rate, 1.8 millimeters a year, according to a 1990 review by Andrew S. Trupin and John Wahr.",0,Global warming:146,REFUTES,Global warming,"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well.",0,REFUTES,REFUTES,REFUTES,,REFUTES,Sea level rise:171,NOT_ENOUGH_INFO,Sea level rise,"For instance, Mercer published a study in 1978 predicting that anthropogenic carbon dioxide warming and its potential effects on climate in the 21st century could cause a sea level rise of around 5 metres (16 ft) from melting of the West Antarctic ice-sheet alone.",0.693147181,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,REFUTES,,REFUTES,Sea level rise:22,NOT_ENOUGH_INFO,Sea level rise,"The last time the Earth was 2 °C (3.6 °F) warmer than pre-industrial temperatures, sea levels were at least 5 metres (16 ft) higher than now: this was when warming because of changes in the amount of sunlight due to slow changes in the Earth's orbit caused the last interglacial.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,NOT_ENOUGH_INFO,Sea level rise:50,REFUTES,Sea level rise,"Data collected by the Commonwealth Scientific and Industrial Research Organisation (CSIRO) in Australia show the current global mean sea level trend to be 3.2 mm (0.13 in) per year, a doubling of the rate during the 20th century.",0,REFUTES,REFUTES,REFUTES,,REFUTES,Sea level rise:87,NOT_ENOUGH_INFO,Sea level rise,"The sea-level rise due to Antarctica has been estimated to be 0.25 mm per year from 1993–2005, and 0.42 mm per year from 2005 to 2015.",0.693147181,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,REFUTES,,REFUTES
626,"The trend has been measured by a network of tidal gauges, many of which have been collecting data for over a century.",1,Sea level rise:2,NOT_ENOUGH_INFO,Sea level rise,"More precise data gathered from satellite radar measurements reveal an accelerating rise of 7.5 cm (3.0 in) from 1993 to 2017, which is a trend of roughly 30 cm (12 in) per century.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Sea level rise:381,NOT_ENOUGH_INFO,Sea level rise,"""One of the most striking trends – over a century of global-average sea level change"".",0.693147181,REFUTES,SUPPORTS,,,,Sea level rise:39,NOT_ENOUGH_INFO,Sea level rise,Earlier satellite measurements were previously slightly at odds with tide gauge measurements.,0.693147181,REFUTES,SUPPORTS,,,,Sea level rise:44,SUPPORTS,Sea level rise,Another important source of sea-level observations is the global network of tide gauges.,0,SUPPORTS,SUPPORTS,,,,Sea level rise:50,SUPPORTS,Sea level rise,"Data collected by the Commonwealth Scientific and Industrial Research Organisation (CSIRO) in Australia show the current global mean sea level trend to be 3.2 mm (0.13 in) per year, a doubling of the rate during the 20th century.",0,SUPPORTS,SUPPORTS,,,
630,"I conclude that it must be ice accumulation, through evaporation of ocean water, and subsequent precipitation turning into ice.",0,Flood:52,NOT_ENOUGH_INFO,Flood,"Some precipitation evaporates, some slowly percolates through soil, some may be temporarily sequestered as snow or ice, and some may produce rapid runoff from surfaces including rock, pavement, roofs, and saturated or frozen ground.",0.693147181,SUPPORTS,REFUTES,,,,Sea level rise:59,SUPPORTS,Sea level rise,"Each year about 8 mm (0.31 in) of precipitation (liquid equivalent) falls on the ice sheets in Antarctica and Greenland, mostly as snow, which accumulates and over time forms glacial ice.",0,SUPPORTS,SUPPORTS,,,,Sea level rise:60,SUPPORTS,Sea level rise,Much of this precipitation began as water vapor evaporated from the ocean surface.,0,SUPPORTS,SUPPORTS,,,,Snow:1,SUPPORTS,Snow,"It consists of frozen crystalline water throughout its life cycle, starting when, under suitable conditions, the ice crystals form in the atmosphere, increase to millimeter size, precipitate and accumulate on surfaces, then metamorphose in place, and ultimately melt, slide or sublimate away.",0,SUPPORTS,SUPPORTS,,,,Water:97,NOT_ENOUGH_INFO,Water,"precipitation, from water vapor condensing from the air and falling to the earth or ocean.",0.693147181,SUPPORTS,REFUTES,,,
633,"Currently, sea-level rise does not seem to depend on ocean temperature, and certainly not on CO2.",1,Paleocene–Eocene Thermal Maximum:98,REFUTES,Paleocene–Eocene Thermal Maximum,This depth depends on (among other things) temperature and the amount of CO 2 dissolved in the ocean.,0,REFUTES,REFUTES,,,,Sea level rise:3,REFUTES,Sea level rise,"This acceleration is due mostly to human-caused global warming, which is driving thermal expansion of seawater and the melting of land-based ice sheets and glaciers.",0,REFUTES,REFUTES,,,,Sea level rise:68,NOT_ENOUGH_INFO,Sea level rise,The heat needed to raise an average temperature increase of the entire world ocean by 0.01 °C would increase the atmospheric temperature by approximately 10 °C.,0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Sea level rise:69,NOT_ENOUGH_INFO,Sea level rise,"Thus, a small change in the mean temperature of the ocean represents a very large change in the total heat content of the climate system.",0.693147181,REFUTES,NOT_ENOUGH_INFO,,,,Sea level:56,NOT_ENOUGH_INFO,Sea level,"Atmospheric pressure, ocean currents and local ocean temperature changes can affect LMSL as well.",0.693147181,REFUTES,SUPPORTS,,,
637,By 2100 the seas will rise another 6 inches or so—a far cry from Al Gore’s alarming numbers,0,Mediterranean Sea:274,SUPPORTS,Mediterranean Sea,[citation needed] By 2100 the overall level of the Mediterranean could rise between 3 to 61 cm (1.2 to 24.0 in) as a result of the effects of climate change.,0,SUPPORTS,SUPPORTS,,,,Mediterranean Sea:277,NOT_ENOUGH_INFO,Mediterranean Sea,"A 30 cm (12 in) rise in sea level would flood 200 square kilometres (77 sq mi) of the Nile Delta, displacing over 500,000 Egyptians.",0.693147181,REFUTES,NOT_ENOUGH_INFO,,,,Mediterranean Sea:281,NOT_ENOUGH_INFO,Mediterranean Sea,Sea level rise for the next century (2100) could be between 30 cm (12 in) and 100 cm (39 in) and temperature shifts of a mere 0.05–0.1 °C in the deep sea are sufficient to induce significant changes in species richness and functional diversity.,0.693147181,SUPPORTS,REFUTES,,,,Mediterranean Sea:672,NOT_ENOUGH_INFO,Mediterranean Sea,"""Mediterranean Sea Level Could Rise By Over Two Feet, Global Models Predict"".",0.693147181,SUPPORTS,REFUTES,,,,Sea:227,NOT_ENOUGH_INFO,Sea,"The pH is expected to reach 7.7 (representing a 3-fold increase in hydrogen ion concentration) by the year 2100, which is a significant change in a century.",0.693147181,REFUTES,NOT_ENOUGH_INFO,,,
638,Mr. Singer is a professor emeritus of environmental science at the University of Virginia.,1,Fred Singer:0,SUPPORTS,Fred Singer,"Siegfried Fred Singer (born September 27, 1924) is an Austrian-born American physicist and emeritus professor of environmental science at the University of Virginia.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Fred Singer:74,SUPPORTS,Fred Singer,"Singer accepted a professorship in Environmental Sciences at the University of Virginia in 1971, a position he held until 1994, where he taught classes on environmental issues such as ozone depletion, acid rain, climate change, population growth, and public policy issues related to oil and energy.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Fred Singer:76,NOT_ENOUGH_INFO,Fred Singer,"When he retired from Virginia in 1994, he became Distinguished Research Professor at the Institute for Humane Studies at George Mason University until 2000.",1.098612289,NOT_ENOUGH_INFO,SUPPORTS,REFUTES,,,Fred Singer:8,SUPPORTS,Fred Singer,"He held a professorship with the University of Virginia from 1971 until 1994, and with George Mason University until 2000.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,The Great Global Warming Swindle:275,NOT_ENOUGH_INFO,The Great Global Warming Swindle,"Patrick Michaels – Research Professor, Department of Environmental Sciences, University of Virginia Patrick Moore – Early member of Greenpeace and former president, Greenpeace Canada Paul Reiter – Professor, Department of Medical Entomology, Pasteur Institute, Paris Nir Shaviv – Professor, Institute of Physics, Hebrew University of Jerusalem James Shikwati – Economist, Author, and CEO of The African Executive Frederick Singer – Professor Emeritus, Department of Environmental Sciences, University of Virginia (Misidentified in the film as Former Director, U.S. National Weather Service.",1.098612289,SUPPORTS,REFUTES,NOT_ENOUGH_INFO,,
644,an individual heatwave triggering coral bleaching cannot be linked to global warming as the process triggering an individual heatwave is fundamentally different from that triggering global warming,0,Coral bleaching:24,SUPPORTS,Coral bleaching,"While localized triggers lead to localized bleaching, the large scale coral bleaching events of the recent years have been triggered by global warming.",0.636514168,REFUTES,SUPPORTS,SUPPORTS,,,Coral bleaching:51,NOT_ENOUGH_INFO,Coral bleaching,A global mass coral bleaching has been occurring since 2014 because of the highest recorded temperatures plaguing oceans.,0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Coral bleaching:679,NOT_ENOUGH_INFO,Coral bleaching,"""Diversity of Corals, Algae in Warm Indian Ocean Suggests Resilience to Future Global Warming"".",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Coral reef:367,NOT_ENOUGH_INFO,Coral reef,Similar rapid adaption may protect coral reefs from global warming.,0.636514168,SUPPORTS,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Great Barrier Reef:95,NOT_ENOUGH_INFO,Great Barrier Reef,"The Great Barrier Reef Marine Park Authority considers the greatest threat to the Great Barrier Reef to be climate change, causing ocean warming which increases coral bleaching.",0.636514168,REFUTES,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,
648,‘there will not be enough nitrogen available to sustain the high carbon uptake scenarios.’,1,Carnivorous plant:220,NOT_ENOUGH_INFO,Carnivorous plant,"The net uptake of carbon dioxide, and therefore, the plant's potential for growth, must be positive for the plant to survive.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Climate change and agriculture:298,SUPPORTS,Climate change and agriculture,Studies have shown that higher CO2 levels lead to reduced plant uptake of nitrogen (and a smaller number showing the same for trace elements such as zinc) resulting in crops with lower nutritional value.,0,SUPPORTS,SUPPORTS,,,,Climate change and agriculture:317,NOT_ENOUGH_INFO,Climate change and agriculture,"However, because the ratio of soil organic carbon to nitrogen is mediated by soil biology such that it maintains a narrow range, a doubling of soil organic carbon is likely to imply a doubling in the storage of nitrogen in soils as organic nitrogen, thus providing higher available nutrient levels for plants, supporting higher yield potential.",0.693147181,NOT_ENOUGH_INFO,REFUTES,,,,Miscanthus giganteus:111,NOT_ENOUGH_INFO,Miscanthus giganteus,"dead leaves), direct humus accumulation, the well-developed and deep-reaching root system, the low decomposition rates of plant residues due to a high C : N ratio (carbon to nitrogen ratio), and the absence of tillage and subsequently less soil aeration are the reasons for the high carbon sequestration rates.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Miscanthus giganteus:242,NOT_ENOUGH_INFO,Miscanthus giganteus,The authors note that due to the high carbon to nitrogen ratio it is in the field's margins and interspersed woodlands that the majority of the food resources are to be found.,0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,
656,"The Arctic’s carbon bomb might be even more potent than we thought […] methane, a shorter-lived but far harder-hitting gas that could cause faster bursts of warming",0,Arctic Ocean:174,SUPPORTS,Arctic Ocean,"Melting of this ice may release large quantities of methane, a powerful greenhouse gas into the atmosphere, causing further warming in a strong positive feedback cycle and marine genus and species to become extinct.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Arctic methane emissions:79,SUPPORTS,Arctic methane emissions,"Melting of this ice may release large quantities of methane, a powerful greenhouse gas into the atmosphere, causing further warming in a strong positive feedback cycle.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Arctic:95,SUPPORTS,Arctic,"The current Arctic warming is leading to ancient carbon being released from thawing permafrost, leading to methane and carbon dioxide production by micro-organisms.",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,SUPPORTS,,,Arctic:96,SUPPORTS,Arctic,"Release of methane and carbon dioxide stored in permafrost could cause abrupt and severe global warming, as they are potent greenhouse gases.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Climate change feedback:32,NOT_ENOUGH_INFO,Climate change feedback,Warming is also the triggering variable for the release of carbon (potentially as methane) in the arctic.,0.636514168,NOT_ENOUGH_INFO,SUPPORTS,NOT_ENOUGH_INFO,,
666,"while it’s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s, there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice.",1,Polar bear:173,NOT_ENOUGH_INFO,Polar bear,"Unlike brown and black bears, polar bears are capable of fasting for up to several months during late summer and early fall, when they cannot hunt for seals because the sea is unfrozen.",0,,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Polar bear:190,REFUTES,Polar bear,"They still manage to consume some seals, but they are food-deprived in summer as only marine mammal carcasses are an important alternative without sea ice, especially carcasses of the beluga whale.",0,,REFUTES,REFUTES,,,Polar bear:231,NOT_ENOUGH_INFO,Polar bear,"A study in Hudson Bay indicated that both the reproductive success and the maternal weight of females peaked in their mid-teens.Maternal success appeared to decline after this point, possibly because of an age-related impairment in the ability to store the fat necessary to rear cubs.",0.693147181,,SUPPORTS,NOT_ENOUGH_INFO,,,Polar bear:376,REFUTES,Polar bear,"In Alaska, the effects of sea ice shrinkage have contributed to higher mortality rates in polar bear cubs, and have led to changes in the denning locations of pregnant females.",0,,REFUTES,REFUTES,,,Polar bear:397,NOT_ENOUGH_INFO,Polar bear,"Steven Amstrup and other U.S. Geological Survey scientists have predicted two-thirds of the world's polar bears may disappear by 2050, based on moderate projections for the shrinking of summer sea ice caused by climate change, though the validity of this study has been debated.",0.693147181,,REFUTES,SUPPORTS,,
668,"Using satellite data rather than tide-gauge data that is normally used to measure sea levels allows for more precise estimates of global sea level, since it provides measurements of the open ocean.",0,OSTM/Jason-2:2,NOT_ENOUGH_INFO,OSTM/Jason-2,"These very accurate observations of variations in sea surface height—also known as ocean topography—provide information about global sea level, the speed and direction of ocean currents, and heat stored in the ocean.",0.693147181,,SUPPORTS,NOT_ENOUGH_INFO,,,Remote sensing:22,SUPPORTS,Remote sensing,Laser and radar altimeters on satellites have provided a wide range of data.,0,,SUPPORTS,SUPPORTS,,,Remote sensing:25,NOT_ENOUGH_INFO,Remote sensing,"Ultrasound (acoustic) and radar tide gauges measure sea level, tides and wave direction in coastal and offshore tide gauges.",0.693147181,,NOT_ENOUGH_INFO,SUPPORTS,,,Sea level rise:31,SUPPORTS,Sea level rise,"Tide gauges can only measure relative sea level, whilst satellites can also measure absolute sea level changes.",0,,SUPPORTS,SUPPORTS,,,Tide gauge:0,NOT_ENOUGH_INFO,Tide gauge,A tide gauge is a device for measuring the change in sea level relative to a vertical datum.,0.693147181,,NOT_ENOUGH_INFO,SUPPORTS,,
669,"Sea level rise of 65 centimeters, or roughly 2 feet would cause significant problems for coastal cities around the world.",1,Sea level rise:15,SUPPORTS,Sea level rise,"Further effects are higher storm-surges and more dangerous tsunamis, displacement of populations, loss and degradation of agricultural land and damage in cities.",0,,SUPPORTS,SUPPORTS,,,Sea level rise:168,SUPPORTS,Sea level rise,A rise of 2.4 m (8 feet) is physically possible under a high emission scenario but the authors were unable to say how likely.,0,,SUPPORTS,SUPPORTS,,,Sea level rise:234,SUPPORTS,Sea level rise,"Future sea level rise could lead to potentially catastrophic difficulties for shore-based communities in the next centuries: for example, millions of people will be affected in cities such as Miami, Rio de Janeiro, Osaka and Shanghai if following the current trajectory of 3 °C (5.4 °F).",0,,SUPPORTS,SUPPORTS,,,Sea level rise:8,SUPPORTS,Sea level rise,"For example, in 2007 the Intergovernmental Panel on Climate Change (IPCC) projected a high end estimate of 60 cm (2 ft) through 2099, but their 2014 report raised the high-end estimate to about 90 cm (3 ft).",0,,SUPPORTS,SUPPORTS,,,Sea level rise:9,SUPPORTS,Sea level rise,"A number of later studies have concluded that a global sea level rise of 200 to 270 cm (6.6 to 8.9 ft) this century is ""physically plausible"".",0,,SUPPORTS,SUPPORTS,,
678,"In the process, the cows will emit much greenhouse gas, and they will consume far more calories in beans than they will yield in meat, meaning far more clearcutting of forests to farm cattle feed than would be necessary if the beans above were simply eaten by people.”",0,Agriculture:258,SUPPORTS,Agriculture,"Agriculture contributes to climate change by anthropogenic emissions of greenhouse gases, and by the conversion of non-agricultural land such as forest for agricultural use.",0,SUPPORTS,SUPPORTS,,,,Beef:48,SUPPORTS,Beef,"A simple exchange of beef to soy beans (a common feed source for cattle) in Americans' diets would, according to one estimate, result in meeting between 46 and 74 percent of the reductions needed to meet the 2020 greenhouse gas emission goals of the United States as pledged in 2009.",0,SUPPORTS,SUPPORTS,,,,Livestock:75,SUPPORTS,Livestock,"The IPCC (Intergovernmental Panel on Climate Change) has estimated that agriculture (including not only livestock, but also food crop, biofuel and other production) accounted for about 10 to 12 percent of global anthropogenic greenhouse gas emissions (expressed as 100-year carbon dioxide equivalents) in 2005 and in 2010.Cows produce some 570 million cubic metres of methane per day, that accounts for from 35 to 40% of the overall methane emissions of the planet.",0,SUPPORTS,SUPPORTS,,,,Milk:129,SUPPORTS,Milk,"Compared to plant milks, cow's milk requires the most land and water, and its production results in the greatest amount of greenhouse gas (GHG) emissions, air pollution, and water pollution.",0,SUPPORTS,SUPPORTS,,,,Vegetarianism:279,SUPPORTS,Vegetarianism,"In addition, animal agriculture is a large source of greenhouse gases.",0,SUPPORTS,SUPPORTS,,,
687,"When the heat buildup in the ocean is taken into account, global temperatures are rising relentlessly.",1,Global warming:0,NOT_ENOUGH_INFO,Global warming,Global warming is the long-term rise in the average temperature of the Earth's climate system.,0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Global warming:22,NOT_ENOUGH_INFO,Global warming,"Currently, surface temperatures are rising by about 0.2 °C per decade.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Global warming:26,SUPPORTS,Global warming,"Although the most common measure of global warming is the increase in the near-surface atmospheric temperature, over 90% of the additional energy stored in the climate system over the last 50 years has warmed ocean water.",0,SUPPORTS,SUPPORTS,,,,Global warming:29,NOT_ENOUGH_INFO,Global warming,"Further examples include sea level rise, widespread melting of snow and land ice, increased heat content of the oceans, increased humidity, and the earlier timing of spring events, such as the flowering of plants.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Global warming:31,NOT_ENOUGH_INFO,Global warming,"Since the pre-industrial period, global average land temperatures have increased almost twice as fast as global average temperatures.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,
